L0 Node ID,L0 Node Name,L1 Node ID,L1 Node Name,L2 Node ID,L2 Node Name
1000000,Books & Other Media,1000183,"Books - Health, Fitness & Dieting",1000200,Women's Health
1000000,Books & Other Media,1000201,Books - History,1000202,Africa
1000000,Books & Other Media,1000201,Books - History,1000203,Americas
1000000,Books & Other Media,1000201,Books - History,1000204,Ancient
1000000,Books & Other Media,1000201,Books - History,1000205,Arctic & Antarctica
1000000,Books & Other Media,1000201,Books - History,1000206,Asia
1000000,Books & Other Media,1000201,Books - History,1000207,Australia & Oceania
1000000,Books & Other Media,1000201,Books - History,1000208,Europe
1000000,Books & Other Media,1000201,Books - History,1000209,Gay & Lesbian
1000000,Books & Other Media,1000201,Books - History,1000210,Historical Study & Educational Resources
1000000,Books & Other Media,1000201,Books - History,1000211,Medieval
1000000,Books & Other Media,1000201,Books - History,1000212,Middle East
1000000,Books & Other Media,1000201,Books - History,1000213,Military
1000000,Books & Other Media,1000201,Books - History,1000214,Military Science
1000000,Books & Other Media,1000201,Books - History,1000215,Modern (16th-21st Centuries)
1000000,Books & Other Media,1000201,Books - History,1000216,Renaissance
1000000,Books & Other Media,1000201,Books - History,1000217,Russia
1000000,Books & Other Media,1000201,Books - History,1000218,United States
1000000,Books & Other Media,1000201,Books - History,1000219,World
1000000,Books & Other Media,1000201,Books - History,1000464,General
1000000,Books & Other Media,1000220,Books - Literature & Fiction,1000221,Ancient & Classical Literature
1000000,Books & Other Media,1000220,Books - Literature & Fiction,1000222,Anthologies & Literary Collections
1000000,Books & Other Media,1000220,Books - Literature & Fiction,1000223,British
1000000,Books & Other Media,1000220,Books - Literature & Fiction,1000224,Classics
1000000,Books & Other Media,1000220,Books - Literature & Fiction,1000225,Contemporary
1000000,Books & Other Media,1000220,Books - Literature & Fiction,1000226,Drama
1000000,Books & Other Media,1000220,Books - Literature & Fiction,1000227,Erotica
1000000,Books & Other Media,1000220,Books - Literature & Fiction,1000228,Essays & Correspondence
1000000,Books & Other Media,1000220,Books - Literature & Fiction,1000229,Foreign Language Fiction
1000000,Books & Other Media,1000220,Books - Literature & Fiction,1000230,Gaming
1000000,Books & Other Media,1000220,Books - Literature & Fiction,1000231,Gay & Lesbian
1000000,Books & Other Media,1000220,Books - Literature & Fiction,1000232,Genre Fiction
1000000,Books & Other Media,1000220,Books - Literature & Fiction,1000233,Historical Fiction
1000000,Books & Other Media,1000220,Books - Literature & Fiction,1000234,History & Criticism
1000000,Books & Other Media,1000220,Books - Literature & Fiction,1000235,Horror
1000000,Books & Other Media,1000220,Books - Literature & Fiction,1000236,Humor
1000000,Books & Other Media,1000220,Books - Literature & Fiction,1000237,Literary
1000000,Books & Other Media,1000220,Books - Literature & Fiction,1000238,"Mystery, Thriller & Suspense"
1000000,Books & Other Media,1000220,Books - Literature & Fiction,1000239,Mythology & Folk Tales
1000000,Books & Other Media,1000220,Books - Literature & Fiction,1000240,Poetry
1000000,Books & Other Media,1000220,Books - Literature & Fiction,1000241,Romance
1000000,Books & Other Media,1000220,Books - Literature & Fiction,1000242,Science Fiction & Fantasy
1000000,Books & Other Media,1000220,Books - Literature & Fiction,1000243,Short Stories
1000000,Books & Other Media,1000220,Books - Literature & Fiction,1000244,United States
1000000,Books & Other Media,1000220,Books - Literature & Fiction,1000245,Westerns
1000000,Books & Other Media,1000220,Books - Literature & Fiction,1000246,Women's Fiction
1000000,Books & Other Media,1000220,Books - Literature & Fiction,1000247,World Literature
1000000,Books & Other Media,1000220,Books - Literature & Fiction,1900150,Comic Books & Graphic Novels
1000000,Books & Other Media,1000220,Books - Literature & Fiction,1900151,Romance
1000000,Books & Other Media,1000220,Books - Literature & Fiction,1900152,Mystery & Thriller
1000000,Books & Other Media,1000220,Books - Literature & Fiction,1900153,Science Fiction & Fantasy
1000000,Books & Other Media,1000248,Books - Professional & Technical,1000249,Accounting & Finance
1000000,Books & Other Media,1000248,Books - Professional & Technical,1000250,Administration & Medicine Economics
1000000,Books & Other Media,1000248,Books - Professional & Technical,1000251,Administrative Law
1000000,Books & Other Media,1000248,Books - Professional & Technical,1000252,Agricultural Sciences
1000000,Books & Other Media,1000248,Books - Professional & Technical,1000253,Allied Health Professions
1000000,Books & Other Media,1000248,Books - Professional & Technical,1000254,Anthropology
1000000,Books & Other Media,1000248,Books - Professional & Technical,1000255,Archaeology
1000000,Books & Other Media,1000248,Books - Professional & Technical,1000256,Astronomy & Space Science
1000000,Books & Other Media,1000248,Books - Professional & Technical,1000257,Automotive
1000000,Books & Other Media,1000248,Books - Professional & Technical,1000258,Sciences
1000000,Books & Other Media,1000248,Books - Professional & Technical,1000259,Behavioral Sciences
1000000,Books & Other Media,1000248,Books - Professional & Technical,1000260,Biological Sciences
1000000,Books & Other Media,1000248,Books - Professional & Technical,1000261,Business Law
1000000,Books & Other Media,1000248,Books - Professional & Technical,1000262,Chemistry
1000000,Books & Other Media,1000248,Books - Professional & Technical,1000263,Civil Service
1000000,Books & Other Media,1000248,Books - Professional & Technical,1000264,Constitutional Law
1000000,Books & Other Media,1000248,Books - Professional & Technical,1000265,Criminal Law
1000000,Books & Other Media,1000248,Books - Professional & Technical,1000266,Dentistry
1000000,Books & Other Media,1000248,Books - Professional & Technical,1000267,Diabetes
1000000,Books & Other Media,1000248,Books - Professional & Technical,1000268,Dictionaries & Terminology
1000000,Books & Other Media,1000248,Books - Professional & Technical,1000269,Earth Sciences
1000000,Books & Other Media,1000248,Books - Professional & Technical,1000270,Engineering
1000000,Books & Other Media,1000248,Books - Professional & Technical,1000271,Environment
1000000,Books & Other Media,1000248,Books - Professional & Technical,1000272,Environmental & Natural Resources Law
1000000,Books & Other Media,1000248,Books - Professional & Technical,1000273,Essays & Commentary
1000000,Books & Other Media,1000248,Books - Professional & Technical,1000274,Estate Planning
1000000,Books & Other Media,1000248,Books - Professional & Technical,1000275,Ethics & Professional Responsibility
1000000,Books & Other Media,1000248,Books - Professional & Technical,1000276,Evolution
1000000,Books & Other Media,1000248,Books - Professional & Technical,1000277,"Experiments, Instruments & Measurement"
1000000,Books & Other Media,1000248,Books - Professional & Technical,1000278,Family Law
1000000,Books & Other Media,1000248,Books - Professional & Technical,1000279,Field Guides
1000000,Books & Other Media,1000248,Books - Professional & Technical,1000280,Foreign & International Law
1000000,Books & Other Media,1000248,Books - Professional & Technical,1000281,Gay & Lesbian
1000000,Books & Other Media,1000248,Books - Professional & Technical,1000282,Health & Medical Law
1000000,Books & Other Media,1000248,Books - Professional & Technical,1000283,History
1000000,Books & Other Media,1000248,Books - Professional & Technical,1000284,History & Philosophy
1000000,Books & Other Media,1000248,Books - Professional & Technical,1000285,Intellectual Property
1000000,Books & Other Media,1000248,Books - Professional & Technical,1000286,Law
1000000,Books & Other Media,1000248,Books - Professional & Technical,1000287,Law Practice
1000000,Books & Other Media,1000248,Books - Professional & Technical,1000288,Law Rules & Procedures
1000000,Books & Other Media,1000248,Books - Professional & Technical,1000289,Legal Education
1000000,Books & Other Media,1000248,Books - Professional & Technical,1000290,Legal History
1000000,Books & Other Media,1000248,Books - Professional & Technical,1000291,Legal Self-Help
1000000,Books & Other Media,1000248,Books - Professional & Technical,1000292,Legal Theory & Systems
1000000,Books & Other Media,1000248,Books - Professional & Technical,1000293,Mathematics
1000000,Books & Other Media,1000248,Books - Professional & Technical,1000294,Media & the Law
1000000,Books & Other Media,1000248,Books - Professional & Technical,1000295,Medical
1000000,Books & Other Media,1000248,Books - Professional & Technical,1000296,Medical Informatics
1000000,Books & Other Media,1000248,Books - Professional & Technical,1000297,Medicine
1000000,Books & Other Media,1000248,Books - Professional & Technical,1000298,Nature & Ecology
1000000,Books & Other Media,1000248,Books - Professional & Technical,1000299,Nursing
1000000,Books & Other Media,1000248,Books - Professional & Technical,1000300,Pharmacology
1000000,Books & Other Media,1000248,Books - Professional & Technical,1000301,Philosophy
1000000,Books & Other Media,1000248,Books - Professional & Technical,1000302,Physics
1000000,Books & Other Media,1000248,Books - Professional & Technical,1000303,Politics & Government
1000000,Books & Other Media,1000248,Books - Professional & Technical,1000304,Psychiatry
1000000,Books & Other Media,1000248,Books - Professional & Technical,1000305,Psychology
