CategoryID,AttributeID,description,display_name,free_text,variant
15000117,50,Size - Free Text,Size,Yes,Yes
15000118,50,Size - Free Text,Size,Yes,Yes
15000119,50,Size - Free Text,Size,Yes,Yes
15000120,50,Size - Free Text,Size,Yes,Yes
15000121,50,Size - Free Text,Size,Yes,Yes
15000122,50,Size - Free Text,Size,Yes,Yes
15000123,50,Size - Free Text,Size,Yes,Yes
15000124,50,Size - Free Text,Size,Yes,Yes
15000125,50,Size - Free Text,Size,Yes,Yes
15000126,50,Size - Free Text,Size,Yes,Yes
15000127,50,Size - Free Text,Size,Yes,Yes
15000128,50,Size - Free Text,Size,Yes,Yes
15000129,50,Size - Free Text,Size,Yes,Yes
15000130,50,Size - Free Text,Size,Yes,Yes
15000131,50,Size - Free Text,Size,Yes,Yes
15000132,50,Size - Free Text,Size,Yes,Yes
15000133,50,Size - Free Text,Size,Yes,Yes
15000134,50,Size - Free Text,Size,Yes,Yes
15000136,50,Size - Free Text,Size,Yes,Yes
15000137,50,Size - Free Text,Size,Yes,Yes
15000138,50,Size - Free Text,Size,Yes,Yes
15000139,50,Size - Free Text,Size,Yes,Yes
15000140,50,Size - Free Text,Size,Yes,Yes
15000141,50,Size - Free Text,Size,Yes,Yes
15000142,50,Size - Free Text,Size,Yes,Yes
15000143,50,Size - Free Text,Size,Yes,Yes
15000144,50,Size - Free Text,Size,Yes,Yes
15000145,50,Size - Free Text,Size,Yes,Yes
15000146,50,Size - Free Text,Size,Yes,Yes
15000147,50,Size - Free Text,Size,Yes,Yes
15000148,50,Size - Free Text,Size,Yes,Yes
15000149,50,Size - Free Text,Size,Yes,Yes
15000150,50,Size - Free Text,Size,Yes,Yes
15000151,50,Size - Free Text,Size,Yes,Yes
15000156,50,Size - Free Text,Size,Yes,Yes
15000157,50,Size - Free Text,Size,Yes,Yes
15000159,50,Size - Free Text,Size,Yes,Yes
15000161,50,Size - Free Text,Size,Yes,Yes
15000163,50,Size - Free Text,Size,Yes,Yes
15000164,50,Size - Free Text,Size,Yes,Yes
15000165,50,Size - Free Text,Size,Yes,Yes
15000166,50,Size - Free Text,Size,Yes,Yes
15000167,50,Size - Free Text,Size,Yes,Yes
15000168,50,Size - Free Text,Size,Yes,Yes
15000172,50,Size - Free Text,Size,Yes,Yes
15000173,50,Size - Free Text,Size,Yes,Yes
15000174,50,Size - Free Text,Size,Yes,Yes
15000175,50,Size - Free Text,Size,Yes,Yes
15000176,50,Size - Free Text,Size,Yes,Yes
15000177,50,Size - Free Text,Size,Yes,Yes
15000178,50,Size - Free Text,Size,Yes,Yes
15000179,50,Size - Free Text,Size,Yes,Yes
15000180,50,Size - Free Text,Size,Yes,Yes
15000182,50,Size - Free Text,Size,Yes,Yes
15000183,50,Size - Free Text,Size,Yes,Yes
15000184,50,Size - Free Text,Size,Yes,Yes
15000194,50,Size - Free Text,Size,Yes,Yes
15000195,50,Size - Free Text,Size,Yes,Yes
15000196,50,Size - Free Text,Size,Yes,Yes
15000197,50,Size - Free Text,Size,Yes,Yes
15000198,50,Size - Free Text,Size,Yes,Yes
16000000,50,Size - Free Text,Size,Yes,Yes
16000001,50,Size - Free Text,Size,Yes,Yes
16000002,50,Size - Free Text,Size,Yes,Yes
16000003,50,Size - Free Text,Size,Yes,Yes
16000004,50,Size - Free Text,Size,Yes,Yes
16000006,50,Size - Free Text,Size,Yes,Yes
16000007,50,Size - Free Text,Size,Yes,Yes
16000008,50,Size - Free Text,Size,Yes,Yes
16000009,50,Size - Free Text,Size,Yes,Yes
16000010,50,Size - Free Text,Size,Yes,Yes
16000011,50,Size - Free Text,Size,Yes,Yes
16000012,50,Size - Free Text,Size,Yes,Yes
16000013,50,Size - Free Text,Size,Yes,Yes
16000014,50,Size - Free Text,Size,Yes,Yes
16000015,50,Size - Free Text,Size,Yes,Yes
16000016,50,Size - Free Text,Size,Yes,Yes
16000017,50,Size - Free Text,Size,Yes,Yes
16000018,50,Size - Free Text,Size,Yes,Yes
16000019,50,Size - Free Text,Size,Yes,Yes
16000020,50,Size - Free Text,Size,Yes,Yes
16000021,50,Size - Free Text,Size,Yes,Yes
16000022,50,Size - Free Text,Size,Yes,Yes
16000023,50,Size - Free Text,Size,Yes,Yes
16000024,50,Size - Free Text,Size,Yes,Yes
16000025,50,Size - Free Text,Size,Yes,Yes
16000026,50,Size - Free Text,Size,Yes,Yes
16000027,50,Size - Free Text,Size,Yes,Yes
16000028,50,Size - Free Text,Size,Yes,Yes
16000029,50,Size - Free Text,Size,Yes,Yes
16000030,50,Size - Free Text,Size,Yes,Yes
16000031,50,Size - Free Text,Size,Yes,Yes
16000032,50,Size - Free Text,Size,Yes,Yes
16000033,50,Size - Free Text,Size,Yes,Yes
16000034,50,Size - Free Text,Size,Yes,Yes
16000035,50,Size - Free Text,Size,Yes,Yes
16000036,50,Size - Free Text,Size,Yes,Yes
16000037,50,Size - Free Text,Size,Yes,Yes
16000047,50,Size - Free Text,Size,Yes,Yes
16000048,50,Size - Free Text,Size,Yes,Yes
16000050,50,Size - Free Text,Size,Yes,Yes
16000051,50,Size - Free Text,Size,Yes,Yes
16000052,50,Size - Free Text,Size,Yes,Yes
16000053,50,Size - Free Text,Size,Yes,Yes
16000054,50,Size - Free Text,Size,Yes,Yes
16000055,50,Size - Free Text,Size,Yes,Yes
16000056,50,Size - Free Text,Size,Yes,Yes
16000057,50,Size - Free Text,Size,Yes,Yes
16000058,50,Size - Free Text,Size,Yes,Yes
16000059,50,Size - Free Text,Size,Yes,Yes
16000060,50,Size - Free Text,Size,Yes,Yes
16000061,50,Size - Free Text,Size,Yes,Yes
16000062,50,Size - Free Text,Size,Yes,Yes
16000063,50,Size - Free Text,Size,Yes,Yes
16000064,50,Size - Free Text,Size,Yes,Yes
16000065,50,Size - Free Text,Size,Yes,Yes
16000066,50,Size - Free Text,Size,Yes,Yes
16000067,50,Size - Free Text,Size,Yes,Yes
16000068,50,Size - Free Text,Size,Yes,Yes
16000069,50,Size - Free Text,Size,Yes,Yes
16000070,50,Size - Free Text,Size,Yes,Yes
16000071,50,Size - Free Text,Size,Yes,Yes
16000072,50,Size - Free Text,Size,Yes,Yes
16000073,50,Size - Free Text,Size,Yes,Yes
16000074,50,Size - Free Text,Size,Yes,Yes
16000075,50,Size - Free Text,Size,Yes,Yes
16000076,50,Size - Free Text,Size,Yes,Yes
16000077,50,Size - Free Text,Size,Yes,Yes
16000078,50,Size - Free Text,Size,Yes,Yes
16000079,50,Size - Free Text,Size,Yes,Yes
16000080,50,Size - Free Text,Size,Yes,Yes
16000081,50,Size - Free Text,Size,Yes,Yes
16000082,50,Size - Free Text,Size,Yes,Yes
16000083,50,Size - Free Text,Size,Yes,Yes
16000084,50,Size - Free Text,Size,Yes,Yes
16000085,50,Size - Free Text,Size,Yes,Yes
16000086,50,Size - Free Text,Size,Yes,Yes
16000087,50,Size - Free Text,Size,Yes,Yes
16000088,50,Size - Free Text,Size,Yes,Yes
16000089,50,Size - Free Text,Size,Yes,Yes
16000200,50,Size - Free Text,Size,Yes,Yes
16000201,50,Size - Free Text,Size,Yes,Yes
16000202,50,Size - Free Text,Size,Yes,Yes
16000203,50,Size - Free Text,Size,Yes,Yes
16000204,50,Size - Free Text,Size,Yes,Yes
16000205,50,Size - Free Text,Size,Yes,Yes
16000206,50,Size - Free Text,Size,Yes,Yes
16000207,50,Size - Free Text,Size,Yes,Yes
16000208,50,Size - Free Text,Size,Yes,Yes
16000209,50,Size - Free Text,Size,Yes,Yes
16000210,50,Size - Free Text,Size,Yes,Yes
16000211,50,Size - Free Text,Size,Yes,Yes
16000212,50,Size - Free Text,Size,Yes,Yes
16000213,50,Size - Free Text,Size,Yes,Yes
16000214,50,Size - Free Text,Size,Yes,Yes
16000215,50,Size - Free Text,Size,Yes,Yes
16000216,50,Size - Free Text,Size,Yes,Yes
16000217,50,Size - Free Text,Size,Yes,Yes
16000218,50,Size - Free Text,Size,Yes,Yes
16000219,50,Size - Free Text,Size,Yes,Yes
16000220,50,Size - Free Text,Size,Yes,Yes
16000267,50,Size - Free Text,Size,Yes,Yes
16000275,50,Size - Free Text,Size,Yes,Yes
16900300,50,Size - Free Text,Size,Yes,Yes
16900342,50,Size - Free Text,Size,Yes,Yes
17000000,50,Size - Free Text,Size,Yes,Yes
17000001,50,Size - Free Text,Size,Yes,Yes
17000002,50,Size - Free Text,Size,Yes,Yes
17000003,50,Size - Free Text,Size,Yes,Yes
17000004,50,Size - Free Text,Size,Yes,Yes
17000005,50,Size - Free Text,Size,Yes,Yes
17000006,50,Size - Free Text,Size,Yes,Yes
17000007,50,Size - Free Text,Size,Yes,Yes
17000008,50,Size - Free Text,Size,Yes,Yes
17000009,50,Size - Free Text,Size,Yes,Yes
17000010,50,Size - Free Text,Size,Yes,Yes
17000011,50,Size - Free Text,Size,Yes,Yes
17000012,50,Size - Free Text,Size,Yes,Yes
17000013,50,Size - Free Text,Size,Yes,Yes
17000014,50,Size - Free Text,Size,Yes,Yes
17000015,50,Size - Free Text,Size,Yes,Yes
17000016,50,Size - Free Text,Size,Yes,Yes
17000017,50,Size - Free Text,Size,Yes,Yes
17000018,50,Size - Free Text,Size,Yes,Yes
17000019,50,Size - Free Text,Size,Yes,Yes
17000020,50,Size - Free Text,Size,Yes,Yes
17000021,50,Size - Free Text,Size,Yes,Yes
17000022,50,Size - Free Text,Size,Yes,Yes
17000023,50,Size - Free Text,Size,Yes,Yes
17000024,50,Size - Free Text,Size,Yes,Yes
17000025,50,Size - Free Text,Size,Yes,Yes
17000026,50,Size - Free Text,Size,Yes,Yes
17000027,50,Size - Free Text,Size,Yes,Yes
17000028,50,Size - Free Text,Size,Yes,Yes
17000029,50,Size - Free Text,Size,Yes,Yes
17000030,50,Size - Free Text,Size,Yes,Yes
17000031,50,Size - Free Text,Size,Yes,Yes
17000032,50,Size - Free Text,Size,Yes,Yes
17000033,50,Size - Free Text,Size,Yes,Yes
17000034,50,Size - Free Text,Size,Yes,Yes
17000035,50,Size - Free Text,Size,Yes,Yes
17000036,50,Size - Free Text,Size,Yes,Yes
17000037,50,Size - Free Text,Size,Yes,Yes
17000038,50,Size - Free Text,Size,Yes,Yes
17000039,50,Size - Free Text,Size,Yes,Yes
17000040,50,Size - Free Text,Size,Yes,Yes
17000041,50,Size - Free Text,Size,Yes,Yes
17000042,50,Size - Free Text,Size,Yes,Yes
17000043,50,Size - Free Text,Size,Yes,Yes
17000044,50,Size - Free Text,Size,Yes,Yes
17000045,50,Size - Free Text,Size,Yes,Yes
17000046,50,Size - Free Text,Size,Yes,Yes
17000047,50,Size - Free Text,Size,Yes,Yes
17000048,50,Size - Free Text,Size,Yes,Yes
17000049,50,Size - Free Text,Size,Yes,Yes
17000050,50,Size - Free Text,Size,Yes,Yes
17000051,50,Size - Free Text,Size,Yes,Yes
17000052,50,Size - Free Text,Size,Yes,Yes
17000053,50,Size - Free Text,Size,Yes,Yes
17000054,50,Size - Free Text,Size,Yes,Yes
17000055,50,Size - Free Text,Size,Yes,Yes
17000056,50,Size - Free Text,Size,Yes,Yes
17000057,50,Size - Free Text,Size,Yes,Yes
17000058,50,Size - Free Text,Size,Yes,Yes
17000059,50,Size - Free Text,Size,Yes,Yes
17000060,50,Size - Free Text,Size,Yes,Yes
17000061,50,Size - Free Text,Size,Yes,Yes
17000062,50,Size - Free Text,Size,Yes,Yes
17000063,50,Size - Free Text,Size,Yes,Yes
17000064,50,Size - Free Text,Size,Yes,Yes
17000065,50,Size - Free Text,Size,Yes,Yes
17000066,50,Size - Free Text,Size,Yes,Yes
17000067,50,Size - Free Text,Size,Yes,Yes
17000068,50,Size - Free Text,Size,Yes,Yes
17000069,50,Size - Free Text,Size,Yes,Yes
17000070,50,Size - Free Text,Size,Yes,Yes
17000071,50,Size - Free Text,Size,Yes,Yes
17000072,50,Size - Free Text,Size,Yes,Yes
17000073,50,Size - Free Text,Size,Yes,Yes
17000074,50,Size - Free Text,Size,Yes,Yes
17000075,50,Size - Free Text,Size,Yes,Yes
17000076,50,Size - Free Text,Size,Yes,Yes
17000077,50,Size - Free Text,Size,Yes,Yes
17000078,50,Size - Free Text,Size,Yes,Yes
17000079,50,Size - Free Text,Size,Yes,Yes
17000080,50,Size - Free Text,Size,Yes,Yes
17000081,50,Size - Free Text,Size,Yes,Yes
17000082,50,Size - Free Text,Size,Yes,Yes
17000083,50,Size - Free Text,Size,Yes,Yes
17000084,50,Size - Free Text,Size,Yes,Yes
17000085,50,Size - Free Text,Size,Yes,Yes
17000086,50,Size - Free Text,Size,Yes,Yes
17000087,50,Size - Free Text,Size,Yes,Yes
17000088,50,Size - Free Text,Size,Yes,Yes
17000089,50,Size - Free Text,Size,Yes,Yes
17000090,50,Size - Free Text,Size,Yes,Yes
17000091,50,Size - Free Text,Size,Yes,Yes
17000092,50,Size - Free Text,Size,Yes,Yes
17000093,50,Size - Free Text,Size,Yes,Yes
17000094,50,Size - Free Text,Size,Yes,Yes
17000095,50,Size - Free Text,Size,Yes,Yes
17000096,50,Size - Free Text,Size,Yes,Yes
17000097,50,Size - Free Text,Size,Yes,Yes
17000098,50,Size - Free Text,Size,Yes,Yes
17000099,50,Size - Free Text,Size,Yes,Yes
17000100,50,Size - Free Text,Size,Yes,Yes
17000101,50,Size - Free Text,Size,Yes,Yes
17000102,50,Size - Free Text,Size,Yes,Yes
17000103,50,Size - Free Text,Size,Yes,Yes
17000104,50,Size - Free Text,Size,Yes,Yes
17000105,50,Size - Free Text,Size,Yes,Yes
17000106,50,Size - Free Text,Size,Yes,Yes
17000107,50,Size - Free Text,Size,Yes,Yes
17000108,50,Size - Free Text,Size,Yes,Yes
17000109,50,Size - Free Text,Size,Yes,Yes
17000110,50,Size - Free Text,Size,Yes,Yes
17000111,50,Size - Free Text,Size,Yes,Yes
17000112,50,Size - Free Text,Size,Yes,Yes
17000113,50,Size - Free Text,Size,Yes,Yes
17000114,50,Size - Free Text,Size,Yes,Yes
17000115,50,Size - Free Text,Size,Yes,Yes
17000116,50,Size - Free Text,Size,Yes,Yes
17000117,50,Size - Free Text,Size,Yes,Yes
17000118,50,Size - Free Text,Size,Yes,Yes
17000119,50,Size - Free Text,Size,Yes,Yes
17000120,50,Size - Free Text,Size,Yes,Yes
17000121,50,Size - Free Text,Size,Yes,Yes
17000122,50,Size - Free Text,Size,Yes,Yes
17000123,50,Size - Free Text,Size,Yes,Yes
17000124,50,Size - Free Text,Size,Yes,Yes
17000125,50,Size - Free Text,Size,Yes,Yes
17000126,50,Size - Free Text,Size,Yes,Yes
17000127,50,Size - Free Text,Size,Yes,Yes
17000128,50,Size - Free Text,Size,Yes,Yes
17000129,50,Size - Free Text,Size,Yes,Yes
17000130,50,Size - Free Text,Size,Yes,Yes
17000131,50,Size - Free Text,Size,Yes,Yes
17000132,50,Size - Free Text,Size,Yes,Yes
17000133,50,Size - Free Text,Size,Yes,Yes
17000134,50,Size - Free Text,Size,Yes,Yes
17000135,50,Size - Free Text,Size,Yes,Yes
17000136,50,Size - Free Text,Size,Yes,Yes
17000137,50,Size - Free Text,Size,Yes,Yes
17000138,50,Size - Free Text,Size,Yes,Yes
17000139,50,Size - Free Text,Size,Yes,Yes
17000140,50,Size - Free Text,Size,Yes,Yes
17000141,50,Size - Free Text,Size,Yes,Yes
17000142,50,Size - Free Text,Size,Yes,Yes
17000143,50,Size - Free Text,Size,Yes,Yes
17000144,50,Size - Free Text,Size,Yes,Yes
17000145,50,Size - Free Text,Size,Yes,Yes
17000146,50,Size - Free Text,Size,Yes,Yes
17000147,50,Size - Free Text,Size,Yes,Yes
17000148,50,Size - Free Text,Size,Yes,Yes
17000149,50,Size - Free Text,Size,Yes,Yes
17000150,50,Size - Free Text,Size,Yes,Yes
17000151,50,Size - Free Text,Size,Yes,Yes
17000152,50,Size - Free Text,Size,Yes,Yes
17000153,50,Size - Free Text,Size,Yes,Yes
17000154,50,Size - Free Text,Size,Yes,Yes
17000155,50,Size - Free Text,Size,Yes,Yes
17000156,50,Size - Free Text,Size,Yes,Yes
17000157,50,Size - Free Text,Size,Yes,Yes
17000158,50,Size - Free Text,Size,Yes,Yes
17000159,50,Size - Free Text,Size,Yes,Yes
17000160,50,Size - Free Text,Size,Yes,Yes
17000161,50,Size - Free Text,Size,Yes,Yes
17000162,50,Size - Free Text,Size,Yes,Yes
17000163,50,Size - Free Text,Size,Yes,Yes
17000164,50,Size - Free Text,Size,Yes,Yes
17000165,50,Size - Free Text,Size,Yes,Yes
17000166,50,Size - Free Text,Size,Yes,Yes
17000167,50,Size - Free Text,Size,Yes,Yes
17000168,50,Size - Free Text,Size,Yes,Yes
17000169,50,Size - Free Text,Size,Yes,Yes
17000170,50,Size - Free Text,Size,Yes,Yes
17000171,50,Size - Free Text,Size,Yes,Yes
17000172,50,Size - Free Text,Size,Yes,Yes
17000173,50,Size - Free Text,Size,Yes,Yes
17000174,50,Size - Free Text,Size,Yes,Yes
17000175,50,Size - Free Text,Size,Yes,Yes
17000176,50,Size - Free Text,Size,Yes,Yes
17000177,50,Size - Free Text,Size,Yes,Yes
17000178,50,Size - Free Text,Size,Yes,Yes
17000179,50,Size - Free Text,Size,Yes,Yes
17000180,50,Size - Free Text,Size,Yes,Yes
17000181,50,Size - Free Text,Size,Yes,Yes
17000182,50,Size - Free Text,Size,Yes,Yes
17000183,50,Size - Free Text,Size,Yes,Yes
17000184,50,Size - Free Text,Size,Yes,Yes
17000185,50,Size - Free Text,Size,Yes,Yes
17000186,50,Size - Free Text,Size,Yes,Yes
17000187,50,Size - Free Text,Size,Yes,Yes
17000188,50,Size - Free Text,Size,Yes,Yes
17000189,50,Size - Free Text,Size,Yes,Yes
17000190,50,Size - Free Text,Size,Yes,Yes
17000191,50,Size - Free Text,Size,Yes,Yes
17000192,50,Size - Free Text,Size,Yes,Yes
17000193,50,Size - Free Text,Size,Yes,Yes
17000194,50,Size - Free Text,Size,Yes,Yes
17000195,50,Size - Free Text,Size,Yes,Yes
17000196,50,Size - Free Text,Size,Yes,Yes
17000197,50,Size - Free Text,Size,Yes,Yes
17000198,50,Size - Free Text,Size,Yes,Yes
17000199,50,Size - Free Text,Size,Yes,Yes
17000200,50,Size - Free Text,Size,Yes,Yes
17000201,50,Size - Free Text,Size,Yes,Yes
17000202,50,Size - Free Text,Size,Yes,Yes
17000203,50,Size - Free Text,Size,Yes,Yes
17000204,50,Size - Free Text,Size,Yes,Yes
17000205,50,Size - Free Text,Size,Yes,Yes
17000206,50,Size - Free Text,Size,Yes,Yes
17000207,50,Size - Free Text,Size,Yes,Yes
17000208,50,Size - Free Text,Size,Yes,Yes
17000209,50,Size - Free Text,Size,Yes,Yes
17000210,50,Size - Free Text,Size,Yes,Yes
17000211,50,Size - Free Text,Size,Yes,Yes
17000212,50,Size - Free Text,Size,Yes,Yes
17000213,50,Size - Free Text,Size,Yes,Yes
17000214,50,Size - Free Text,Size,Yes,Yes
17000215,50,Size - Free Text,Size,Yes,Yes
17000216,50,Size - Free Text,Size,Yes,Yes
17000217,50,Size - Free Text,Size,Yes,Yes
17000218,50,Size - Free Text,Size,Yes,Yes
17000219,50,Size - Free Text,Size,Yes,Yes
17000220,50,Size - Free Text,Size,Yes,Yes
17000221,50,Size - Free Text,Size,Yes,Yes
17000222,50,Size - Free Text,Size,Yes,Yes
17000223,50,Size - Free Text,Size,Yes,Yes
17000224,50,Size - Free Text,Size,Yes,Yes
17000225,50,Size - Free Text,Size,Yes,Yes
17000226,50,Size - Free Text,Size,Yes,Yes
17000227,50,Size - Free Text,Size,Yes,Yes
17000228,50,Size - Free Text,Size,Yes,Yes
17000229,50,Size - Free Text,Size,Yes,Yes
17000230,50,Size - Free Text,Size,Yes,Yes
17000231,50,Size - Free Text,Size,Yes,Yes
17000232,50,Size - Free Text,Size,Yes,Yes
17000233,50,Size - Free Text,Size,Yes,Yes
17000234,50,Size - Free Text,Size,Yes,Yes
17000235,50,Size - Free Text,Size,Yes,Yes
17000236,50,Size - Free Text,Size,Yes,Yes
17000237,50,Size - Free Text,Size,Yes,Yes
17000238,50,Size - Free Text,Size,Yes,Yes
17000239,50,Size - Free Text,Size,Yes,Yes
17000240,50,Size - Free Text,Size,Yes,Yes
17000241,50,Size - Free Text,Size,Yes,Yes
17000242,50,Size - Free Text,Size,Yes,Yes
17000243,50,Size - Free Text,Size,Yes,Yes
17000244,50,Size - Free Text,Size,Yes,Yes
17000245,50,Size - Free Text,Size,Yes,Yes
17000246,50,Size - Free Text,Size,Yes,Yes
17000247,50,Size - Free Text,Size,Yes,Yes
17000248,50,Size - Free Text,Size,Yes,Yes
17000249,50,Size - Free Text,Size,Yes,Yes
17000251,50,Size - Free Text,Size,Yes,Yes
17000252,50,Size - Free Text,Size,Yes,Yes
17000253,50,Size - Free Text,Size,Yes,Yes
17000254,50,Size - Free Text,Size,Yes,Yes
17000255,50,Size - Free Text,Size,Yes,Yes
17000256,50,Size - Free Text,Size,Yes,Yes
17000257,50,Size - Free Text,Size,Yes,Yes
17000258,50,Size - Free Text,Size,Yes,Yes
17000259,50,Size - Free Text,Size,Yes,Yes
17000260,50,Size - Free Text,Size,Yes,Yes
17000261,50,Size - Free Text,Size,Yes,Yes
17000262,50,Size - Free Text,Size,Yes,Yes
17000263,50,Size - Free Text,Size,Yes,Yes
17000264,50,Size - Free Text,Size,Yes,Yes
17000265,50,Size - Free Text,Size,Yes,Yes
17000266,50,Size - Free Text,Size,Yes,Yes
17000267,50,Size - Free Text,Size,Yes,Yes
17000268,50,Size - Free Text,Size,Yes,Yes
17000269,50,Size - Free Text,Size,Yes,Yes
17000270,50,Size - Free Text,Size,Yes,Yes
17000271,50,Size - Free Text,Size,Yes,Yes
17000272,50,Size - Free Text,Size,Yes,Yes
17000273,50,Size - Free Text,Size,Yes,Yes
17000274,50,Size - Free Text,Size,Yes,Yes
17000275,50,Size - Free Text,Size,Yes,Yes
17000276,50,Size - Free Text,Size,Yes,Yes
17000277,50,Size - Free Text,Size,Yes,Yes
17000278,50,Size - Free Text,Size,Yes,Yes
17000279,50,Size - Free Text,Size,Yes,Yes
17000280,50,Size - Free Text,Size,Yes,Yes
17000281,50,Size - Free Text,Size,Yes,Yes
17000282,50,Size - Free Text,Size,Yes,Yes
17000283,50,Size - Free Text,Size,Yes,Yes
17000284,50,Size - Free Text,Size,Yes,Yes
17000285,50,Size - Free Text,Size,Yes,Yes
17000286,50,Size - Free Text,Size,Yes,Yes
17000287,50,Size - Free Text,Size,Yes,Yes
17000288,50,Size - Free Text,Size,Yes,Yes
17000289,50,Size - Free Text,Size,Yes,Yes
17000290,50,Size - Free Text,Size,Yes,Yes
17000291,50,Size - Free Text,Size,Yes,Yes
17000292,50,Size - Free Text,Size,Yes,Yes
17000293,50,Size - Free Text,Size,Yes,Yes
17000294,50,Size - Free Text,Size,Yes,Yes
17000295,50,Size - Free Text,Size,Yes,Yes
17000296,50,Size - Free Text,Size,Yes,Yes
17000297,50,Size - Free Text,Size,Yes,Yes
17000298,50,Size - Free Text,Size,Yes,Yes
17000299,50,Size - Free Text,Size,Yes,Yes
17000302,50,Size - Free Text,Size,Yes,Yes
17000303,50,Size - Free Text,Size,Yes,Yes
17000304,50,Size - Free Text,Size,Yes,Yes
17000305,50,Size - Free Text,Size,Yes,Yes
17000306,50,Size - Free Text,Size,Yes,Yes
17000307,50,Size - Free Text,Size,Yes,Yes
17000308,50,Size - Free Text,Size,Yes,Yes
17000309,50,Size - Free Text,Size,Yes,Yes
17000310,50,Size - Free Text,Size,Yes,Yes
17000311,50,Size - Free Text,Size,Yes,Yes
17000312,50,Size - Free Text,Size,Yes,Yes
17000313,50,Size - Free Text,Size,Yes,Yes
17000314,50,Size - Free Text,Size,Yes,Yes
17000315,50,Size - Free Text,Size,Yes,Yes
17000316,50,Size - Free Text,Size,Yes,Yes
17000318,50,Size - Free Text,Size,Yes,Yes
17000319,50,Size - Free Text,Size,Yes,Yes
17000320,50,Size - Free Text,Size,Yes,Yes
17000321,50,Size - Free Text,Size,Yes,Yes
17000322,50,Size - Free Text,Size,Yes,Yes
17000323,50,Size - Free Text,Size,Yes,Yes
17000324,50,Size - Free Text,Size,Yes,Yes
17000325,50,Size - Free Text,Size,Yes,Yes
17000326,50,Size - Free Text,Size,Yes,Yes
17000327,50,Size - Free Text,Size,Yes,Yes
17000328,50,Size - Free Text,Size,Yes,Yes
17000329,50,Size - Free Text,Size,Yes,Yes
17000330,50,Size - Free Text,Size,Yes,Yes
17000331,50,Size - Free Text,Size,Yes,Yes
17000332,50,Size - Free Text,Size,Yes,Yes
17000333,50,Size - Free Text,Size,Yes,Yes
17000334,50,Size - Free Text,Size,Yes,Yes
17000335,50,Size - Free Text,Size,Yes,Yes
17000336,50,Size - Free Text,Size,Yes,Yes
17000337,50,Size - Free Text,Size,Yes,Yes
17000338,50,Size - Free Text,Size,Yes,Yes
17000339,50,Size - Free Text,Size,Yes,Yes
17000340,50,Size - Free Text,Size,Yes,Yes
17000341,50,Size - Free Text,Size,Yes,Yes
17000342,50,Size - Free Text,Size,Yes,Yes
17000343,50,Size - Free Text,Size,Yes,Yes
17000344,50,Size - Free Text,Size,Yes,Yes
17000345,50,Size - Free Text,Size,Yes,Yes
17000346,50,Size - Free Text,Size,Yes,Yes
17000347,50,Size - Free Text,Size,Yes,Yes
17000348,50,Size - Free Text,Size,Yes,Yes
17000349,50,Size - Free Text,Size,Yes,Yes
17000350,50,Size - Free Text,Size,Yes,Yes
17000351,50,Size - Free Text,Size,Yes,Yes
17000352,50,Size - Free Text,Size,Yes,Yes
17000353,50,Size - Free Text,Size,Yes,Yes
17000354,50,Size - Free Text,Size,Yes,Yes
17000355,50,Size - Free Text,Size,Yes,Yes
17000356,50,Size - Free Text,Size,Yes,Yes
17000357,50,Size - Free Text,Size,Yes,Yes
17000358,50,Size - Free Text,Size,Yes,Yes
17000359,50,Size - Free Text,Size,Yes,Yes
17000360,50,Size - Free Text,Size,Yes,Yes
17000361,50,Size - Free Text,Size,Yes,Yes
17000362,50,Size - Free Text,Size,Yes,Yes
17000363,50,Size - Free Text,Size,Yes,Yes
17000364,50,Size - Free Text,Size,Yes,Yes
17000365,50,Size - Free Text,Size,Yes,Yes
17000366,50,Size - Free Text,Size,Yes,Yes
17000367,50,Size - Free Text,Size,Yes,Yes
17000371,50,Size - Free Text,Size,Yes,Yes
17000372,50,Size - Free Text,Size,Yes,Yes
17000373,50,Size - Free Text,Size,Yes,Yes
17000374,50,Size - Free Text,Size,Yes,Yes
17000375,50,Size - Free Text,Size,Yes,Yes
17000376,50,Size - Free Text,Size,Yes,Yes
17000377,50,Size - Free Text,Size,Yes,Yes
17000378,50,Size - Free Text,Size,Yes,Yes
17000379,50,Size - Free Text,Size,Yes,Yes
17000380,50,Size - Free Text,Size,Yes,Yes
17000381,50,Size - Free Text,Size,Yes,Yes
17000382,50,Size - Free Text,Size,Yes,Yes
17000383,50,Size - Free Text,Size,Yes,Yes
17000384,50,Size - Free Text,Size,Yes,Yes
17000385,50,Size - Free Text,Size,Yes,Yes
17000386,50,Size - Free Text,Size,Yes,Yes
17000387,50,Size - Free Text,Size,Yes,Yes
17000388,50,Size - Free Text,Size,Yes,Yes
17000389,50,Size - Free Text,Size,Yes,Yes
17000390,50,Size - Free Text,Size,Yes,Yes
17000391,50,Size - Free Text,Size,Yes,Yes
17000392,50,Size - Free Text,Size,Yes,Yes
17000393,50,Size - Free Text,Size,Yes,Yes
17000394,50,Size - Free Text,Size,Yes,Yes
17000395,50,Size - Free Text,Size,Yes,Yes
17000396,50,Size - Free Text,Size,Yes,Yes
17000397,50,Size - Free Text,Size,Yes,Yes
17000398,50,Size - Free Text,Size,Yes,Yes
17000399,50,Size - Free Text,Size,Yes,Yes
17000400,50,Size - Free Text,Size,Yes,Yes
